OBJECTID,agency,comments,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,acres_burned,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,shape__Area,shape__Length
9682,BLM,,Unknown,7/19/2010 0:00,2010-AKGAD-000638,2010,Salmon River,,7/15/2010 0:00,201.7908044,,FK6Z,,AKGAD,AK,,638,,N,,5538648.891,13765.47917
9683,USFS,,Unknown,7/2/2010 0:00,2010-NMSNF-000055,2010,Red Fern,,6/18/2010 0:00,102.0866892,,FFW1,,NMSNF,NM,,55,,N,,632192.2188,5037.633975
9684,BLM,,Unknown,9/27/2010 0:00,2010-AKMID-000734,2010,Dry Creek,,9/24/2010 0:00,397.8840648,,FV0Y,,AKMID,AK,,734,,N,,8671678.875,17160.81597
9685,BLM,,Unknown,10/18/2010 0:00,2010-AKGAD-000466,2010,W Fork Buckland River,,7/10/2010 0:00,58.04395316,,FG1Q,,AKGAD,AK,,466,,N,,1352941.234,6053.056718
9686,Local agency,GPS ground,GPS-Walked/ Driven,1/11/2011 0:00,2008-CALFD-000661,2008,OCEAN,,10/18/2008 14:57,1.99085235,,EM9X,,CALFD,CA,,661,,N,,11760.51172,480.256225
9687,BLM,,Unknown,10/18/2010 0:00,2010-AKGAD-000493,2010,North Fork,,7/19/2010 0:00,12187.59657,,FG4E,,AKGAD,AK,,493,,N,,243636689.2,89298.37571
9688,BLM,GPS Driven,GPS-Driven,9/22/2008 0:00,2008-IDBOD-000645,2008,KNUDSEN,,8/27/2008 10:39,2493.148213,,EH5Q,,IDBD,ID,,645,,N,,18966468.18,54578.59994
9689,State agency,AKA Takslesluk,Unknown,7/16/2008 0:00,2008-AKSWS-804284,2008,Fire No284,,7/11/2008 0:00,45.21483937,,EAG9,,AKSWS,AK,,804284,,N,,783364.0625,4809.540599
9690,State agency,No entry in FireCode; GPS ground,GPS-Walked/ Driven,1/11/2011 0:00,2008-CA-007972,2008,HWY 140,,6/21/2008 0:00,1566.275891,,,,CA,CA,,7972,,N,,10044438.23,36899.32362
9691,USFS,No entry in FireCode; GPS ground,GPS-Walked/ Driven,1/11/2011 0:00,2008-CA-000084,2008,WILLOW,,9/17/2008 0:00,14.4127493,,,,CA,CA,,84,,N,,105425.0156,2966.006642
9692,State agency,,Unknown,1/20/2011 0:00,2008-NMN5S-000116,2008,LONDON COMPLEX,,1/9/2008 13:28,5.99070455,,D2Y6,,NMN5S,NM,,116,,N,,34033.80078,884.8606021
9694,USFS,WFDSS; GPS ground,GPS-Walked/ Driven,10/21/2010 0:00,2010-CAENF-018022,2010,Black,,9/23/2010 0:00,90.646497,,FVJ1,,CAENF,CA,,18022,,N,,608294.0664,4831.282886
9695,BLM,,Unknown,6/14/2010 0:00,2010-AKTAS-013208,2010,Eagle Trail,,6/13/2010 0:00,17955.44192,,FET5,,AKTAS,AK,,13208,,N,,361019647.8,215015.63
9696,BLM,,Unknown,6/15/2010 0:00,2010-AKUYD-000302,2010,Bull Creek,,6/14/2010 0:00,41911.32145,,FE4A,,AKUYD,AK,,302,,N,,1019911243,183625.5594
9698,BLM,,Unknown,6/14/2010 0:00,2010-AKTAD-000396,2010,Hog River,,6/13/2010 0:00,1111.330301,,FFX8,,AKTAD,AK,,396,,N,,28938000.25,25101.29789
9699,BLM,,Unknown,6/15/2010 0:00,2010-AKTAD-000256,2010,Sischu 1,,6/14/2010 0:00,1432.715965,,FE00,,AKTAD,AK,,256,,N,,30453184.78,30581.67103
9705,USFS,GPS,GPS-Unknown Travel Method,1/7/2013 0:00,2008-IDPAF-008035,2008,Mesa,,7/30/2008 14:40,126.2623419,,ED85,,IDPAF,ID,,8035,,N,,1009274.313,4537.78076
9706,BLM,GPS-driven,GPS-Driven,10/31/2008 0:00,2008-IDTFD-000511,2008,Browns Gulch,,10/24/2008 12:17,1279.247829,,ENJ4,,IDTFD,ID,,511,,N,,9608404.309,18648.80971
9708,USFS,GPS ground,GPS-Walked/ Driven,4/14/2011 0:00,2010-CABDF-011934,2010,Highway 2,,8/4/2010 20:00,16.26256521,,FP3M,,CABDF,CA,,11934,,N,,96848.71484,2388.420416
9709,USFS,Heat Perimeter,Infrared Image,10/2/2008 0:00,2008-ORRRF-008246,2008,MIDDLE FORK,,10/1/2008 20:10,21144.14163,LONESOME COMPLEX (EG5R),EHJ4,,ORRRF,OR,,8246,,Y,EG5R,158788793.6,149370.8524
9711,BLM,GPS ground,GPS-Walked/ Driven,1/11/2011 0:00,2008-CALNU-002275,2008,INDIAN,,4/3/2008 15:00,27.15431307,,D4YZ,,CALNU,CA,,2275,,N,,182645.3477,2205.806498
9712,State Agency,Mixed collection methods,Mixed Methods,4/14/2011 0:00,2010-CAMVU-006536,2010,Narrows,,6/16/2010 18:12,49.86191541,,FF68,,CAMVU,CA,,6536,,N,,288394.5547,4612.880991
9716,BLM,GPS,GPS-Unknown Travel Method,9/30/2013 0:00,2008-COSJD-000160,2008,Little Cahone,,8/1/2008 0:00,202.3441105,,ED9R,,COSJD,CO,,160,,N,,1307389.383,8201.601853
9718,USFS,Incident order number,Unknown,1/7/2013 0:00,2008-NMSNF-000260,2008,Wild,,9/15/2008 0:00,104.8798035,,,,NMSNF,NM,,260,,N,,654515.1758,3855.380706
9719,BLM,,Unknown,6/14/2010 0:00,2010-AKGAD-000398,2010,Sidik Lake,,6/12/2010 0:00,18188.78326,,FFZ2,,AKGAD,AK,,398,,N,,527676819,185928.177
9720,Unknown,No unit ID or fire numbers found,Unknown,1/20/2009 0:00,2008-ID- ,2008,Roan,,8/28/2008 0:01,228.9584602,,,,ID,ID,,8-ID- ,,N,,1883781.039,5197.703919
9721,BLM,,Unknown,7/28/2010 0:00,2010-AKUYD-000613,2010,Hadweenzic,,7/27/2010 0:00,651.7204017,,FKR4,,AKUYD,AK,,613,,N,,16701787.3,26331.87672
9722,BLM,,Unknown,10/20/2010 0:00,2010-AKGAD-000565,2010,Imelyak,,7/14/2010 0:00,73.65028825,,FJB1,,AKGAD,AK,,565,,N,,2071458.109,5640.581238
9723,USFS,,Unknown,6/23/2010 0:00,2010-AZCNF-001037,2010,Horseshoe,,6/21/2010 19:53,3419.742022,,FEQ9,,AZCNF,AZ,,1037,,N,,19233833.29,36572.20175
9724,State agency,,Unknown,6/14/2010 0:00,2010-AKSWS-004305,2010,Hawk River,,6/13/2010 0:00,9871.988821,,FE4D,,AKSWS,AK,,4305,,N,,163295272.1,77654.31997
9727,BLM,,Unknown,6/14/2010 0:00,2010-AKUYD-000318,2010,Yukon Slough,,6/12/2010 0:00,2665.76577,,FE6Q,,AKUYD,AK,,318,,N,,61512130.25,48573.14598
9728,USFS,,Unknown,8/18/2010 0:00,2010-UTNWS-000519,2010,Gun Range,,8/17/2010 0:00,55.73333904,,FRN3,,UTUWF,UT,,519,,N,,393273.2227,3868.826153
9729,BLM,,Unknown,10/18/2010 0:00,2010-AKGAD-000362,2010,Andrew Paul Slough,,7/8/2010 0:00,22.50940762,,FFM8,,AKGAD,AK,,362,,N,,504317.9375,4714.186912
9730,BLM,,Unknown,10/18/2010 0:00,2010-AKGAD-000436,2010,Birch Creek,,7/10/2010 0:00,2181.610711,,FGQ0,,AKGAD,AK,,436,,N,,50248811.67,54933.7153
9731,BLM,,Unknown,5/9/2011 0:00,2010-WYRSD-000404,2010,Snow Fence,,9/11/2010 17:46,4.14337745,,FU3S,,WYRSD,WY,,404,,N,,29881.55469,1912.116182
9732,BLM,,Unknown,6/23/2010 0:00,2010-AKTAD-000417,2010,Brooks Creek,,6/22/2010 0:00,129.2862782,,FF4X,,AKTAD,AK,,417,,N,,2979533.016,8222.887797
9733,BLM,,Unknown,5/7/2013 0:00,2010-AKGADC-GJ3G,2010,Kunyanak Creek,,9/12/2010 13:00,13.00750448,,GJ3G,,AKGADC,AK,,,,N,,367655.8281,2549.61758
9734,BLM,,Unknown,6/14/2010 0:00,2010-AKTAD-000394,2010,Alatna Hills,,6/11/2010 0:00,112.7143583,,FFW4,,AKTAD,AK,,394,,N,,2979658.063,7894.758379
9736,USFS,,Unknown,8/5/2008 0:00,2008-CASHF-001057,2008,Bray,,8/4/2008 7:25,0.66865596,IRON COMPLEX,,,CASHF,CA,,1057,,Y,D8HV,4728.027344,262.3078617
9737,State agency,No entry in FireCode; GPS ground,GPS-Walked/ Driven,1/11/2011 0:00,2008-CA-018865,2008,PLANTZ,,9/1/2008 0:00,10.0308683,,,,CA,CA,,18865,,N,,67651.90234,1025.919512
9738,BLM,,Unknown,6/11/2010 0:00,2010-AKUYD-000352,2010,Silvia Creek,,6/10/2010 0:00,354.6688432,,FFE5,,AKUYD,AK,,352,,N,,8096081.984,12160.83122
9739,BLM,,Unknown,6/28/2010 0:00,2010-AKMID-000138,2010,Mississippi Impact Area,,6/25/2010 0:00,3968.632787,,FD59,,AKMID,AK,,138,,N,,82810872.52,105830.6422
9741,USFS,,Unknown,1/11/2011 0:00,2008-CASQF-000614,2008,SPILLWAY,,4/17/2008 17:12,8.92213727,,D5MR,,CASQF,CA,,614,,N,,54790.91016,1101.373524
9744,USFS,,Unknown,7/13/2008 0:00,2008-CASRF-001126,2008,Merrill,,7/13/2008 1:02,14881.6106,UKONOM COMPLEX,,,CASRF,CA,,1126,,Y,D8RS,107225003.2,109144.9651
9745,USFS,Heat Perimeter,Infrared Image,8/1/2008 0:00,2008-CASRF-001126,2008,Merrill,,7/31/2008 19:43,1.46267083,UKONOM COMPLEX,,,CASRF,CA,,1126,,Y,D8RS,10530.41406,426.6952886
9758,Local agency,No entry in FireCode; GPS air,GPS-Flight,1/11/2011 0:00,2008-CA-004180,2008,85,,6/5/2008 0:00,319.5634144,,,,CA,CA,,4180,,N,,2136729.402,8551.913145
9759,BIA,,Unknown,7/21/2010 0:00,2010-WASPA-000029,2010,Line,,7/18/2010 0:00,917.7606836,,FK5H,,WASPA,WA,,29,,N,,8237733.992,23491.3571
9766,BLM,,Unknown,7/1/2010 0:00,2010-AKTAD-000337,2010,Holonada,,6/30/2010 0:00,7909.524283,,FE8X,,AKYTDC,AK,,337,,N,,192154867,124889.7179
9768,USFS,No entry in FireCode; GPS ground,GPS-Walked/ Driven,1/11/2011 0:00,2008-CA-000017,2008,CHIQUITO,,6/21/2008 0:00,145.4485431,,,,CA,CA,,17,,N,,934690.6836,3765.143593
9769,State agency,,Unknown,7/22/2010 0:00,2010-CARRU-062442,2010,Cactus,,7/16/2010 15:00,705.6747294,,FLV4,,CARRU,CA,,62442,,N,,4132561.242,13992.69134
9771,USFS,No entry in FireCode,Unknown,1/11/2011 0:00,2008-CA-000044,2008,LAVA,,8/6/2008 0:00,11.93615834,,,,CA,CA,,44,,N,,86200.63672,1164.673331
9774,State agency,,Unknown,7/22/2010 0:00,2010-CARRU-062475,2010,Skinner,,7/16/2010 15:00,522.216159,,FLL7,,CARRU,CA,,62475,,N,,3058683.734,11784.39574
9775,USFS,FIMT,Unknown,8/19/2008 0:00,2008-CASHF-000663,2008,Yellow,,8/18/2008 0:00,32196.75545,YOLLA BOLLY COMPLEX,,,CAMNF,CA,,663,,Y,D85T,222698010.1,159805.1832
9776,BLM,,Unknown,7/23/2010 0:00,2010-AKUYD-000336,2010,Dempsey Creek,,7/22/2010 0:00,12200.04741,,FE8W,,AKUYD,AK,,336,,N,,300224216.2,107909.4822
9777,State agency,GPS ground,GPS-Walked/ Driven,1/11/2011 0:00,2008-CANEU-021764,2008,SUNSET,,10/11/2008 12:28,49.57551437,,EM4G,,CANEU,CA,,21764,,N,,330916.6797,3242.189058
9780,USFS,GPS ground,GPS-Walked/ Driven,1/11/2011 0:00,2008-CASTF-000476,2008,COLDSPRINGS,,4/16/2008 0:00,19.14125595,,D5PD,,CASTF,CA,,476,,N,,125496.8164,2247.605963
9781,NPS,IR heat perimeter,Infrared Image,10/29/2008 0:00,2008-CAKNP-000020,2008,Tehipite,,10/28/2008 18:16,11597.78549,,ECN8,,CAKNP,CA,,20,,N,,73611203.38,130303.3191
9782,BLM,,Unknown,10/20/2010 0:00,2010-AKGAD-000600,2010,Kaluich Creek,,7/13/2010 0:00,29.00128778,,FJ9N,,AKGAD,AK,,600,,N,,813581.8594,3678.891733
9784,BLM,,Unknown,10/20/2010 0:00,2010-AKGAD-000446,2010,Kugarak River,,7/11/2010 0:00,647.8037767,,FGY4,,AKGAD,AK,,446,,N,,16852480.31,27775.58049
9785,BLM,,Unknown,10/18/2010 0:00,2010-AKGAD-000453,2010,Lava Field,,7/10/2010 0:00,15.63370421,,FG01,,AKGAD,AK,,453,,N,,367870.3906,2582.228701
9788,BLM,,Unknown,7/12/2010 0:00,2010-AKGAD-000461,2010,Derby Creek,,7/10/2010 0:00,23577.20625,,FG1H,,AKGAD,AK,,461,,N,,570068409.3,175259.4167
9791,Local agency,GPS walked; Unit ID changed as per FireCode,GPS-Walked,11/10/2008 0:00,2008-NVRNOX-001244,2008,Stable,,10/28/2008 0:00,31.00733285,,EN1K,,NVRNOX,NV,,1244,,N,,210160.9414,2047.788335
9793,BLM,,Unknown,7/12/2010 0:00,2010-AKGAD-000589,2010,Jade Mountains,,7/11/2010 0:00,153.7315079,,FJQ5,,AKGAD,AK,,589,,N,,4103672.578,11006.3797
9794,BLM,,Unknown,7/15/2010 0:00,2010-AKGAD-000578,2010,Fauna Creek,,7/14/2010 0:00,198.214464,,FJC1,,AKGAD,AK,,578,,N,,5794445.391,15818.385
9796,BLM,,Unknown,7/19/2010 0:00,2010-AKGAD-000644,2010,Avan River,,7/18/2010 0:00,655.8327829,,FLJ9,,AKGAD,AK,,644,,N,,18925342.53,22592.11252
9798,BLM,GPS,GPS-Unknown Travel Method,9/30/2013 0:00,2008-COLSD-000430,2008,Mayberry,,9/2/2008 0:00,25291.40164,,EH2Y,,COLSD,CO,,430,,N,,178912543.6,127380.6581
9799,NPS,No entry in FireCode,Unknown,1/11/2011 0:00,2008-CA,2008,BOLIANS COAST GUARD,,1/1/2008 0:00,4.64928385,,,,CA,CA,,008-CA,,N,,30288.33594,744.5993651
9802,BLM,,Unknown,7/22/2010 0:00,2010-AKUYD-000324,2010,Big Mountain,,7/20/2010 0:00,83746.54187,,FE6V,,AKUYD,AK,,324,,N,,2085840341,346831.7468
9803,BLM,,Unknown,7/23/2010 0:00,2010-AKUYD-000251,2010,Sheenjek 2,,7/22/2010 0:00,1420.353392,,FE0L,,AKUYD,AK,,251,,N,,39371278.75,44244.91031
9804,BLM,,Unknown,2/12/2013 0:00,2010-NVWID-000099,2010,Buffalo,,7/18/2010 0:00,5.99160157,,FL27,,NVWID,NV,,99,,N,,43295.10938,1195.949447
9808,BLM,Perimeter Date Unknown,Unknown,,2000-UTSLD-Q076,2000,Crawford Mtn,,12/31/2000 0:00,0.5059058,,,,UTSLD,UT,,Q076,,N,,3661.664063,266.650956
9810,BLM,,Unknown,9/2/2009 0:00,2009-IDBOD-000491,2009,Rural Assist 5 Eagle,,8/5/2009 6:11,204.959621,,E35G,,IDBOD,ID,,491,,N,,1587854.512,6501.180007
9812,BLM,,Unknown,8/9/2010 0:00,2010-CAOVD-000253,2010,Bramlette,,3/24/2010 16:00,98.1477484,,E92Z,,CAOVD,CA,,253,,N,,637347.0469,6263.129694
9813,BLM,,Unknown,10/27/2010 0:00,2010-AKGAD-000459,2010,Reindeer Creek,,10/19/2010 0:00,400.8219452,,FG1F,,AKGAD,AK,,459,,N,,9628925.766,11668.71549
9814,BLM,,Unknown,8/30/2010 0:00,2010-IDTFD-000413,2010,Bray Lake 1,,8/27/2010 0:00,62.14520156,,FTF4,,IDTFD,ID,,413,,N,,471033.3711,3140.989879
9815,BLM,,Unknown,5/7/2013 0:00,2010-AKGAD-000603,2010,Noatak River 4,,9/12/2010 9:00,0.50058929,,FJ92,,AKGAD,AK,,603,,N,,14179.48438,470.7199217
9820,State agency,,Unknown,9/9/2010 0:00,2010-CABTU-010660,2010,Windy,,9/8/2010 0:00,126.7441875,,FUN2,,CABTU,CA,,10660,,N,,879412.6602,5922.654252
9821,BLM,,Unknown,8/26/2010 0:00,2010-WASPD-000651,2010,Box Run,,8/18/2010 0:00,105.2232527,,FR32,,WASPD,WA,,651,,N,,879790.6094,5347.810939
9822,BLM,,Unknown,7/26/2010 0:00,2010-CACDD-011051,2010,Sand 2,,7/22/2010 0:00,937.4757865,,FLR2,,CACDD,CA,,11051,,N,,5777032.691,15269.68169
9823,BLM,,Unknown,12/7/2010 0:00,2010-AKGAD-000518,2010,Egavik Creek,,11/1/2010 0:00,143.0449575,,FH0M,,AKGAD,AK,,518,,N,,3008422.422,9200.645774
9826,Local agency,,Unknown,8/31/2010 0:00,2010-ORJEFN-000653,2010,653,,8/30/2010 10:51,305.3490991,,FTG6,,ORJEFN,OR,,653,,N,,2451712.195,10043.2463
9827,Local Agency,,Unknown,4/4/2011 0:00,2010-COFRX-001324,2010,CR 19 and Phillips Ranch,,11/18/2010 14:42,1033.657706,,FY3W,,COFRX,CO,,1324,,N,,6809180.051,12253.3179
9828,BLM,,Unknown,10/18/2010 0:00,2010-AKGAD-000180,2010,Noorvik Landfill,,5/30/2010 0:00,77.24897438,,FEK9,,AKGAD,AK,,180,,N,,2007079.078,6287.313959
9830,Unknown,No fire numbers found,Unknown,8/20/2008 0:00,2008-WA,2008,Arctic,,8/18/2008 0:00,105.4491851,,,,WA,WA,,008-WA,,N,,986641.3281,7728.458379
9833,Local agency,,Unknown,9/10/2010 0:00,2010-CAHUU-004485,2010,Buckeye,,9/8/2010 18:00,202.355015,,FUR4,,CAHUU,CA,,4485,,N,,1410769.125,14262.38804
9834,USFS,,Unknown,9/30/2008 0:00,2008-ORMHF-000014,2008,Gnarl Ridge,,9/29/2008 23:44,3239.89809,,EFW4,,ORMHF,OR,,14,,N,,26594570.05,58238.75571
9835,BLM,,Unknown,10/20/2010 0:00,2010-AKGAD-000549,2010,Hotham Peak,,7/10/2010 0:00,459.603213,,FH46,,AKGAD,AK,,549,,N,,12005952.98,19003.58493
9836,BLM,,Unknown,10/18/2010 0:00,2010-AKGAD-000526,2010,Mishuk Creek,,7/10/2010 0:00,30.61633435,,FH1V,,AKGAD,AK,,526,,N,,807954.3125,4952.433848
9837,BLM,,Unknown,12/3/2010 0:00,2010-AKTAD-000377,2010,Niakogon Mountain,,11/30/2010 0:00,156.1559456,,FFQ4,,AKTAD,AK,,377,,N,,4832663.953,11133.47266
9838,BLM,,Unknown,9/14/2010 0:00,2010-CACDD-012889,2010,Tecopa,,8/30/2010 14:12,105.7345172,,FTZ3,,CACDD,CA,,12889,,N,,652542.3477,9031.592329
9839,USFS,No FireCode found,Unknown,2/1/2008 0:00,2007-CA-006839,2007,Rouse Meadows,,6/20/2007 0:00,46.78915873,,,,CABDF,CA,,6839,,N,,278018.3086,3678.93879
9840,BLM,,Unknown,5/9/2011 0:00,2010-WYRAD-000322,2010,Rim Lake,,8/21/2010 12:40,0.50079139,,FSN5,,WYRAD,WY,,322,,N,,3638.058594,319.605285
9841,BLM,,Unknown,10/4/2010 0:00,2010-AKTAD-000749,2010,Redlands Lake,,10/2/2010 0:00,3058.857052,,FV30,,AKTAD,AK,,749,,N,,67463813.66,55246.48873
9842,State agency,,Unknown,9/16/2010 0:00,2010-OR71S-000111,2010,Blackwell,,9/14/2010 0:00,321.3991829,,FU5C,,OR71S,OR,,111,,N,,2389046.492,10042.51344
9843,BLM,,Unknown,9/3/2010 0:00,2010-AKTAD-000537,2010,Peavey Creek,,8/30/2010 0:00,30238.93398,,FH4F,,AKTAD,AK,,537,,N,,778649643.1,171836.462
9844,Local agency,,Unknown,9/16/2010 0:00,2010-CAKRN-024500,2010,Post,,8/27/2010 0:00,1311.359818,,FS4S,,CAKRN,CA,,24500,,N,,7896875.207,19305.45105
9845,BLM,,Unknown,9/30/2013 0:00,2010-COUPD-000207,2010,Buckhorn Road,,8/12/2010 0:00,88.18487585,,FQ5S,,COUPD,CO,,207,,N,,580934.9219,4263.467972
9846,Local agency,,Unknown,8/18/2010 0:00,2010-ORTCFC-000557,2010,0557 Streese,,8/17/2010 10:30,2565.123338,,FR1M,,ORTFC,OR,,557,,N,,20801494.45,24037.92998
9847,BLM,,Unknown,10/18/2010 0:00,2010-AKGAD-000385,2010,Solsmunket Lake,,6/12/2010 0:00,23.80591335,,FFT0,,AKGAD,AK,,385,,N,,580535.6875,4310.057739
9848,State Agency,No Entry in FireCode,Unknown,12/27/2010 0:00,2007-CA-003543,2007,Rosa,,8/30/2007 0:00,19.03326852,,,,CA,CA,,3543,,N,,119865.8828,1417.327915
9849,Local Agency,No Entry in FireCode; GPS ground,GPS-Walked/ Driven,12/27/2010 0:00,2007-CA-1,2007,South Otter,,4/30/2007 0:00,0.32056803,,,,CA,CA,,7-CA-1,,N,,1900.921875,237.5399109
9850,BLM,Named 244 in FireCode,Unknown,6/9/2008 0:00,2007-AKGAD-DH47,2007,South Fork Archuelinguk,,6/12/2007 0:00,249.7014299,,DH47,,AKGAD,AK,,,,N,,4636503.578,11495.83742
9851,Unknown,Perimeter Date Unknown,GPS-Unknown Travel Method,,2000-MT,2000,Willie,,12/31/2000 0:00,1309.483679,,,,,MT,,,,N,,10633970.04,15274.69075
9852,BLM,,Unknown,9/30/2010 0:00,2010-AKUYD-000635,2010,Canvasback Lake,,9/29/2010 0:00,35455.75739,,FK4J,,AKUYD,AK,,635,,N,,893076456.5,205630.3464
9853,BLM,,Unknown,10/1/2010 0:00,2010-AKUYD-000596,2010,Tchulkade Lake,,9/29/2010 0:00,15560.44168,,FJ7B,,AKYTDC,AK,,596,,N,,389822586.1,238771.4959
9855,BLM,,Unknown,10/1/2010 0:00,2010-AKUYD-000614,2010,Three Sleep,,9/29/2010 0:00,10602.16916,,FKR8,,AKUYD,AK,,614,,N,,259569404.1,148980.7033
9856,BLM,,Unknown,10/27/2010 0:00,2010-AKGAD-000443,2010,Sheklukshuk Mountain,,10/8/2010 0:00,285.2693784,,FGY0,,AKGAD,AK,,443,,N,,7367179.734,25030.33857
9858,State agency,,Unknown,9/1/2010 0:00,2010-WASES-000543,2010,Hiway 8,,8/31/2010 0:00,2018.294076,,FS9D,,WASES,WA,,543,,N,,16757717.8,28756.24612
9859,State Agency,No Entry in FireCode; GPS ground,GPS-Walked/ Driven,12/27/2010 0:00,2007-CA-016982,2007,Loma Rica La Porte,,8/7/2007 0:00,10.32576859,,,,CA,CA,,16982,,N,,70145.57813,1364.954217
9861,BLM,,Unknown,10/20/2010 0:00,2010-IDBOD-000977,2010,Rocky Canyon,,10/15/2010 0:00,203.8816846,,FXC7,,IDBOD,ID,,977,,N,,1575647.672,6472.96744
9862,BLM,,Unknown,10/27/2010 0:00,2010-AKGAD-000462,2010,Goldbug Creek,,10/26/2010 0:00,2765.475545,,FG1J,,AKGAD,AK,,462,,N,,66077319.86,54148.26762
9864,BLM,,Unknown,11/2/2010 0:00,2010-AKTAD-000402,2010,West Fork,,11/1/2010 0:00,52.74795851,,FF06,,AKTAD,AK,,402,,N,,1229166.422,7601.863337
9867,BLM,,Unknown,10/18/2010 0:00,2010-AKGAD-000476,2010,Louie Creek,,9/23/2010 0:00,17837.24587,,FG14,,AKGAD,AK,,476,,N,,419950663.2,204328.677
9868,BLM,,Unknown,10/28/2010 0:00,2010-AKGAD-000447,2010,Ingruksukruk Creek,,10/27/2010 0:00,97.5521438,,FGY6,,AKGAD,AK,,447,,N,,2431514.766,7240.78077
9869,State Agency,GPS ground,GPS-Walked/ Driven,12/27/2010 0:00,2007-CASHU-004394,2007,Silver,,6/17/2007 12:19,110.6218505,,DJF2,,CASHU,CA,,4394,,N,,775758.293,5590.515049
9870,BLM,,Unknown,5/12/2011 0:00,2010-MTBID-000016,2010,Castle Coulee,,7/29/2010 10:51,12.78530749,,FN10,,MTBID,MT,,16,,N,,103985.8477,1782.794778
9871,BLM,,Unknown,5/31/2011 0:00,2010-COMRD-000035,2010,Dry Creek 2,,5/28/2011 0:30,10.59742477,,FEX6,,COMRD,CO,,35,,N,,70203.93359,1390.785736
9872,BLM,,Unknown,12/3/2010 0:00,2010-AKTAD-000404,2010,Kutchik River,,11/30/2010 0:00,428.0217281,,FF1B,,AKTAD,AK,,404,,N,,13835076.73,34483.56317
9873,BLM,,Unknown,2/12/2013 0:00,2010-NVEKD-FPE1,2010,Mtn City Hwy,,8/2/2010 0:00,28.0668112,,FPE1,,NVEKD,NV,,,,N,,198830.8477,3800.248984
9874,BLM,,Unknown,6/1/2010 0:00,2010-AKTAD-000221,2010,Bandana Creek,,5/29/2010 0:00,26.68998178,,FEU2,,AKTAD,AK,,221,,N,,631867.8125,3037.398225
9875,BLM,,Unknown,10/27/2010 0:00,2010-AKGAD-000387,2010,Nayuka River 2,,10/19/2010 0:00,255.0229855,,FFS6,,AKGAD,AK,,387,,N,,6021250.547,15944.81886
9876,BLM,,Unknown,12/7/2010 0:00,2010-AKTAD-000524,2010,Siruk Creek,,11/1/2010 0:00,160.2652608,,FH1T,,AKTAD,AK,,524,,N,,4134323.203,11766.75099
9877,BLM,,Unknown,7/18/2006 0:00,2006-MTMCD-000071,2006,Black Pulaski Complex,,7/17/2006 0:00,2621.367112,Black Pulaski Complex,,,MTMCD,MT,,71,,Y,CY3X,23270794.4,42968.72991
9878,BLM,,Unknown,1/20/2011 0:00,2010-NMCAD-000025,2010,MARSHALL,,6/2/2010 17:43,78.42194612,,FE63,,NMCAD,NM,,25,,N,,443275,3603.470445
9879,BLM,,Unknown,1/20/2011 0:00,2010-NMCAD-000020,2010,CAUHOPES,,5/31/2010 13:46,34.3251528,,FE30,,NMCAD,NM,,20,,N,,197244.832,3120.949855
9880,BLM,,Unknown,1/20/2011 0:00,2010-NMLCD-000331,2010,Flying W,,6/6/2010 18:41,48.40011067,,FFD0,,NMLCD,NM,,331,,N,,272747.6445,2274.935993
9881,BLM,,Unknown,8/30/2010 0:00,2010-IDTFD-000424,2010,Bray Lake 2,,8/27/2010 0:00,50.95001183,,FTL4,,IDTFD,ID,,424,,N,,386097.457,2922.395137
9882,USFS,,Unknown,9/8/2010 0:00,2010-CACNF-002665,2010,Mesa,,8/25/2010 10:30,254.9383735,,FS66,,CACNF,CA,,2665,,N,,1469290.727,6211.083217
9883,BLM,,Unknown,4/28/2011 0:00,2010-WYNAX-010227,2010,Hopi,,9/5/2010 17:24,293.1521242,,FUH7,,WYCAD,WY,,10227,,N,,2218435.73,8244.319817
9884,BLM,,Unknown,5/9/2011 0:00,2010-WYSWX-000136,2010,Little,,7/9/2010 15:30,2.3695227,,FKM1,,WYRSD,WY,,136,,N,,17044.75781,1128.489627
9885,State agency,No fire number found,Unknown,7/13/2007 0:00,2007-FLFLS,2007,PATERSON FIRE,,5/23/2007 0:00,1564.172981,,,,FLFLS,FL,,,,N,,7943176.809,16414.77858
9886,NPS,No FireCode found,Unknown,11/27/2007 0:00,2007-CA-000006,2007,Wall Spring,,9/30/2007 12:00,171.0567539,,,,CAKNP,CA,,6,,N,,1074891.457,7431.868565
9887,BLM,,Unknown,6/14/2010 0:00,2010-AKUYD-000322,2010,Indian Grave Creek,,6/12/2010 0:00,2496.640976,,FE6U,,AKUYD,AK,,322,,N,,59071293,51528.76672
9888,BLM,,Unknown,10/18/2010 0:00,2010-AKTAD-000397,2010,Utopia,,7/8/2010 0:00,13.21386486,,FFZ1,,AKTAD,AK,,397,,N,,320123.9219,3881.640059
9889,BLM,,Unknown,10/29/2010 0:00,2010-AKGAD-000562,2010,Aniralik Lake,,10/27/2010 0:00,83.92869586,,FH80,,AKGAD,AK,,562,,N,,2453411.016,6054.32848
